path,exists,SHA_match
D:\Pyprogramme\STST2603\claude_branch\results\variance_decomposition\raw_step0_weather_missing.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\composition_equal_freq_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\composition_equal_width_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\E0_prime_WT_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\E0_prime_WT_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\E0_prime_WT_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\R0c_prime_B_WT_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\R0c_prime_B_WT_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\R0c_prime_B_WT_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\step1_fold_turning_point_summary_WT.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\step2_sample_sizes.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\step2_turning_point_estimates_WT.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\step3_physical_units_WT.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\cause_code_robustness\raw\step4_distribution_and_percentile_WT.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\E0_prime_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\E0_prime_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\R0c_prime_B_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\R0c_prime_B_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\step0_reproduction_check.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\step1_fold_turning_point_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\step2_turning_point_estimates.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\step3_physical_units.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\critical_wind_speed\raw\step4_distribution_and_percentile.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\01_naive_definition_log_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\01_naive_definition_raw_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\01_new_definition_log_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\01_new_definition_raw_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\02_subgroup_customers_v2_distribution.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\02_technical_asset_log_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\02_technical_asset_raw_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\02_weather_natural_log_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\02_weather_natural_raw_scale_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\03_customer_decile_dummy_coefficients.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_multi_stage_all_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_n_stages2_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_n_stages3_4_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_n_stagesgte5_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_n_stages_distribution.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_regression_with_without_n_stages.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\customers_duration_shape_investigation\raw\05_single_stage_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\clean_dev_sample_incident_ids.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\E0_prime_clean_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\E0_prime_clean_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\E0_prime_clean_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\E0_prime_clean_variance_decomposition.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\R0c_prime_B_clean_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\R0c_prime_B_clean_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\R0c_prime_B_clean_fold_turning_points.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\R0c_prime_B_clean_order_customers_then_gust.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\R0c_prime_B_clean_order_gust_then_customers.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step1_boundary_edge_cases.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step1_clean_sample_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step2_sample_sizes_clean.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step2_stability_summary_clean.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step3_distribution_and_percentile_clean.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step3_fold_turning_point_summary_clean.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step3_physical_units_clean.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\dev_sample_decontamination\raw\step3_turning_point_estimates_clean.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_10_robustness_forest.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_10_robustness_forest.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_1_study_area_map.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_1_study_area_map.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_2_distribution.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_2_distribution.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_4_dose_response.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_4_dose_response.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_5_variance_decomposition.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_5_variance_decomposition.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_6a_regional_customers.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_6b_regional_duration.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_7_magnitude_comparison.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_7_magnitude_comparison.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_8_weather_subsample_comparison.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_8_weather_subsample_comparison.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_9_storm_validation.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_9_storm_validation.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_D1_composition_effect.pdf,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\figures\Figure_D1_composition_effect.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step0_verification.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Arwen_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Babet_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Ciaran_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Dudley_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Eunice_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Franklin_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_Storm_Henk_events.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step10_storm_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step13_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step16_range_restriction.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_critical_wind_speed.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_E0_variance_decomposition.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_E0_weather_natural_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_E0_wn_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_full_fit.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_R0c_order_customers_then_gust.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_R0c_order_gust_then_customers.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_R0c_weather_natural_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_sample_sizes.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step17_stability_summary.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step1_E0_final_full_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step1_meta.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step1_R0c_final_full_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step21_gust_distributions.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step22_wn_share_by_decile.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step23_anchor_density.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step26_E0_vif.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step26_full_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step26_R0c_vif.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_E0_date_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_E0_lad_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_E0_twoway_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_R0c_date_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_R0c_lad_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step28_R0c_twoway_cluster.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step2_critical_wind_speed.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step2_E0_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step2_E0_variance_decomposition.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step2_R0c_order_customers_then_gust.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step2_R0c_order_gust_then_customers.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step30_storm_weight.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step31_counterfactual.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step32_robustness.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step36_verification.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step37_six_group_R0c_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step37_six_group_R0c_stability.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step38_F4_customers_mean_ratio.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step38_M6_decompose_sample_vs_definition.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step38_M6_nonlinear_dependence.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step3_dose_response_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_1_cubic_E0.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_1_cubic_R0c.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_2_zspace_symmetry.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_model_form_check.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step42_crosstab_mean_duration.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step42_crosstab_n.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step42_event_level_with_groups.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step42_pooled_mean_duration.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step43_M01_M03_M05.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step43_M05_bootstrap_full.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step4_regional_map_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step7_customers_dose_response_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_residual_diagnostics\step40_E0_qqplot.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_residual_diagnostics\step40_E0_resid_vs_fitted.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_residual_diagnostics\step40_R0c_qqplot.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\final_combined_analysis\raw\step40_residual_diagnostics\step40_R0c_resid_vs_fitted.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step0_holdout_vs_dev_summary.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step1_E0_bootstrap_turning_points_z.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step1_E0_holdout_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step1_E0_turning_point.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step2_holdout_single_stage_bins.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step2_n_stages_check.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step2_R0c_holdout_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step3_E0_holdout_variance_decomposition.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step3_R0c_holdout_order_customers_then_gust.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\module_e_final_confirmation\raw\step3_R0c_holdout_order_gust_then_customers.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\pipeline_v2_output\synthetic_smoke_test\_smoke_test_synthetic.py,True,True
D:\Pyprogramme\STST2603\claude_branch\results\pipeline_v2_output\synthetic_smoke_test\_synthetic_boundary.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\pipeline_v2_output\synthetic_smoke_test\_synthetic_cause_consistency.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\pipeline_v2_output\synthetic_smoke_test\_synthetic_event_level.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\pipeline_v2_output\synthetic_smoke_test\_synthetic_raw.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\test1b_independence_check\figures\01_hexbin_full_vs_subset.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\test1b_independence_check\figures\02_violin_duration_by_customer_bin.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\test1_cluster_screening\figures\01_2d_kde.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\test1_cluster_screening\figures\02_gmm_clusters_scatter.png,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\all_naive_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\E0_naive_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\R0c_naive_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\R0_naive_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\stability_summary_naive.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\step2_naive_samples.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_controlled_comparison\raw\step4_correlations.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\missing_pct_all_columns.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\old_master_incident_refs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step0.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step1.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step2.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step2b_duration_A_vs_B.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step2c_weather_and_scale.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step2_durationA_missing_breakdown.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_dataset_audit\raw\step3_weather_new_vs_old.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\all_v3_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\E0_prime_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\R0c_prime_A_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\R0c_prime_B_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\R0_prime_A_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\R0_prime_B_fold_coefs.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\stability_summary_v3.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\step0_sample.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\step1_lad_gapfill.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\step2_folds.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\step4_duration_samples.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\v3_validation\raw\step5_custadj_samples.json,True,True
D:\Pyprogramme\STST2603\claude_branch\results\variance_decomposition\raw\E0_prime_WT_variance_decomposition.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\variance_decomposition\raw\R0c_prime_B_WT_order_customers_then_gust.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\variance_decomposition\raw\R0c_prime_B_WT_order_gust_then_customers.csv,True,True
D:\Pyprogramme\STST2603\claude_branch\results\variance_decomposition\raw\sample_sizes.json,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\borrowed_from_main\coef_fold_stability_E0_R0.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\borrowed_from_main\coef_fold_stability_expansion_validation.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\borrowed_from_main\coef_fold_stability_R0_custadj.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\cause_code_robustness\step1_composition_diagnostic.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\cause_code_robustness\step2_wt_subset_critical_wind_speed.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\critical_wind_speed\critical_wind_speed_pipeline.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\customers_duration_shape_investigation\step1_binned_relationship.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\customers_duration_shape_investigation\step2_subgroup_check.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\customers_duration_shape_investigation\step3_flexible_form.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\customers_duration_shape_investigation\step5_n_stages_stratification.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\dev_sample_decontamination\clean_sample_builder.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\dev_sample_decontamination\step1_rebuild_clean_sample.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\dev_sample_decontamination\step2_refit_clean.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\dev_sample_decontamination\step3_critical_wind_speed_clean.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\dev_sample_decontamination\step4_variance_decomposition_clean.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\combined_sample_builder.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure10_robustness_forest.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure1_study_area.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure2_distribution.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure4_dose_response.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure5_variance_decomposition.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure6_regional_map.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure7_magnitude_comparison.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure8_weather_subsample_comparison.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure9_storm_validation.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figureD1_composition_effect.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\figure_style.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step10_named_storms.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step13_storm_prediction_check.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step16_range_restriction.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step17_weather_natural_subsample.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step1_final_fit.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step21_causecode_gust_diagnostic.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step2_critical_wind_and_variance.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step30_counterfactual.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step36_six_group_clean_sample.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step38_F4_customers_mean_ratio.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step38_M6_decompose_sample_vs_definition.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step38_M6_nonlinear_dependence.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step3_dose_response_curve.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step40_1_cubic_gust_term.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step40_2_zspace_symmetry.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step40_model_form_check.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step42_appendixD_composition_crosstab.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step43_M01_M03_M05.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step4_baseline_regional_map.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\final_combined_analysis\step7_customers_dose_response.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\module_e_final_confirmation\build_holdout_sample.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\module_e_final_confirmation\fit_holdout_models.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\Buckinghamshire_combination_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\data_arrange_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\filter_v2.py,True,True
