slot_id,old_Word_baseline_SHA,old_location,table_cell_or_context,MR,CL,old_claim,old_numeric_token,current_evidence_path,evidence_row_key,new_numeric,unit,population,candidate,disposition,missing_condition,candidate_new_section,Word_status
NS0300,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P097,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","MR09,MR10,MR13","CL01,CL03","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",12.7,R05/OOF_SCORE_AUDIT.csv; R04/tables/H0_R1_B1_increments.csv,whole declared source table,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"The weather-attributed population contains 9,857 eligible incidents for each current model, compared with 60,436 in the main population. For recovery, the pooled OOF increment G|K is 3.579704 percentage points and K|G is 1.507182 percentage points, whereas the main-sample increments are 1.142120 and 6.141467. The ordering of point estimates therefore differs between the two populations. In customer impact, the weather-sample gust increment is positive, at 0.382246 percentage points; the former negative-increment account is not supported by B1. Different outcome variances, support and cause composition prevent a causal or stable cross-population interpretation. Customer terms represent eventual aggregated information, and neither date-group comparison establishes initial-use performance.",whole_paragraph_or_caption_rewrite,,4.3 Weather subset,not_modified
NS0301,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P097,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","MR09,MR10,MR13","CL01,CL03","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","9,758",D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,weather E0 G and R0c GK n,9857.0,events,weather all_valid,"The weather-attributed population contains 9,857 eligible incidents for each current model, compared with 60,436 in the main population. For recovery, the pooled OOF increment G|K is 3.579704 percentage points and K|G is 1.507182 percentage points, whereas the main-sample increments are 1.142120 and 6.141467. The ordering of point estimates therefore differs between the two populations. In customer impact, the weather-sample gust increment is positive, at 0.382246 percentage points; the former negative-increment account is not supported by B1. Different outcome variances, support and cause composition prevent a causal or stable cross-population interpretation. Customer terms represent eventual aggregated information, and neither date-group comparison establishes initial-use performance.",whole_paragraph_or_caption_rewrite,,4.3 Weather subset,not_modified
NS0302,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P097,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","MR09,MR10,MR13","CL01,CL03","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",8,R05/OOF_SCORE_AUDIT.csv; R04/tables/H0_R1_B1_increments.csv,whole declared source table,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"The weather-attributed population contains 9,857 eligible incidents for each current model, compared with 60,436 in the main population. For recovery, the pooled OOF increment G|K is 3.579704 percentage points and K|G is 1.507182 percentage points, whereas the main-sample increments are 1.142120 and 6.141467. The ordering of point estimates therefore differs between the two populations. In customer impact, the weather-sample gust increment is positive, at 0.382246 percentage points; the former negative-increment account is not supported by B1. Different outcome variances, support and cause composition prevent a causal or stable cross-population interpretation. Customer terms represent eventual aggregated information, and neither date-group comparison establishes initial-use performance.",whole_paragraph_or_caption_rewrite,,4.3 Weather subset,not_modified
NS0303,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P097,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","MR09,MR10,MR13","CL01,CL03","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.","9,857",D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,weather E0 G and R0c GK n,9857.0,events,weather all_valid,"The weather-attributed population contains 9,857 eligible incidents for each current model, compared with 60,436 in the main population. For recovery, the pooled OOF increment G|K is 3.579704 percentage points and K|G is 1.507182 percentage points, whereas the main-sample increments are 1.142120 and 6.141467. The ordering of point estimates therefore differs between the two populations. In customer impact, the weather-sample gust increment is positive, at 0.382246 percentage points; the former negative-increment account is not supported by B1. Different outcome variances, support and cause composition prevent a causal or stable cross-population interpretation. Customer terms represent eventual aggregated information, and neither date-group comparison establishes initial-use performance.",whole_paragraph_or_caption_rewrite,,4.3 Weather subset,not_modified
NS0304,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P098,"Table 4. Marginal out-of-sample R-squared, main sample versus weather-only subset.",,,"Table 4. Marginal out-of-sample R-squared, main sample versus weather-only subset.",4,R05/OOF_SCORE_AUDIT.csv; R04/tables/H0_R1_B1_increments.csv,whole declared source table,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Table 4. Paired pooled date-group OOF increments, in percentage points, within the main and weather-attributed populations. Customer-impact entries compare G with control; recovery entries report G|K and K|G. Each within-population comparison uses identical events and folds.",whole_paragraph_or_caption_rewrite,,Table 4 caption,not_modified
NS0305,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row2col3,"MR12,MR13","CL03,CL04",+1.07 pp,+1.07,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0306,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row2col4,"MR12,MR13","CL03,CL04",-0.15 pp,-0.15,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0307,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row3col3,"MR12,MR13","CL03,CL04",0.62-0.75 pp,0.62,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0308,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row3col3,"MR12,MR13","CL03,CL04",0.62-0.75 pp,-0.75,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0309,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row3col4,"MR12,MR13","CL03,CL04",1.43-1.71 pp,1.43,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0310,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row3col4,"MR12,MR13","CL03,CL04",1.43-1.71 pp,-1.71,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0311,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row4col3,"MR12,MR13","CL03,CL04",7.73-7.87 pp,7.73,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0312,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row4col3,"MR12,MR13","CL03,CL04",7.73-7.87 pp,-7.87,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0313,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row4col4,"MR12,MR13","CL03,CL04",1.00-1.28 pp,1.00,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0314,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-T04,row4col4,"MR12,MR13","CL03,CL04",1.00-1.28 pp,-1.28,H0_R1_B1_increments.csv,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0315,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P100,"Figure 8. Marginal out-of-sample R-squared, main sample versus weather-only subset. (a) Exposure margin. (b) Recovery margin, gust and affected customers shown separately.",MR13,CL03,"Figure 8. Marginal out-of-sample R-squared, main sample versus weather-only subset. (a) Exposure margin. (b) Recovery margin, gust and affected customers shown separately.",8,R05/release_v1/figures/figure08.png; R05/OOF_SCORE_AUDIT.csv,whole declared source table,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Figure 8. Paired within-population increments in pooled date-group OOF R², in percentage points. The customer-impact panel adds gust to control. The recovery panel reports gust conditional on customers (G|K) and customers conditional on gust (K|G). Main and weather populations are evaluated separately. Bars are point estimates; cross-population ordering stability has not been established.",whole_paragraph_or_caption_rewrite,,Figure 8 caption,not_modified
NS0316,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P101,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",MR12,"CL03,CL04","For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",0.15,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,weather E0 gust_from_control ×100,0.38224634294109494,R² percentage points; sign changes to positive,weather all_valid,"In the current main-population gust deciles, the weather-attributed share is 6.9338% in the lowest bin and 57.0714% in the highest. At the main customer-impact reference minimum of 10.8075 m/s, 65.0291% of main incidents and 37.8817% of weather-attributed incidents fall below the reference. These within-population proportions describe different support distributions; they do not compare otherwise identical incidents. The weather customer-impact gust increment is now positive, so these descriptions should not be offered as explanations of the superseded negative increment. Cause assignment and limited support remain relevant uncertainties for both outcomes.",whole_paragraph_or_caption_rewrite,,4.3 / Appendix G support,not_modified
NS0317,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P101,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",MR12,"CL03,CL04","For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",6.89,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,main decile lowest weather_pct,6.933842239185751,percent; main-population deciles,main all_valid,"In the current main-population gust deciles, the weather-attributed share is 6.9338% in the lowest bin and 57.0714% in the highest. At the main customer-impact reference minimum of 10.8075 m/s, 65.0291% of main incidents and 37.8817% of weather-attributed incidents fall below the reference. These within-population proportions describe different support distributions; they do not compare otherwise identical incidents. The weather customer-impact gust increment is now positive, so these descriptions should not be offered as explanations of the superseded negative increment. Cause assignment and limited support remain relevant uncertainties for both outcomes.",whole_paragraph_or_caption_rewrite,,4.3 / Appendix G support,not_modified
NS0318,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P101,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",MR12,"CL03,CL04","For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",56.10,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,main decile highest weather_pct,57.07138092061374,percent; main-population deciles,main all_valid,"In the current main-population gust deciles, the weather-attributed share is 6.9338% in the lowest bin and 57.0714% in the highest. At the main customer-impact reference minimum of 10.8075 m/s, 65.0291% of main incidents and 37.8817% of weather-attributed incidents fall below the reference. These within-population proportions describe different support distributions; they do not compare otherwise identical incidents. The weather customer-impact gust increment is now positive, so these descriptions should not be offered as explanations of the superseded negative increment. Cause assignment and limited support remain relevant uncertainties for both outcomes.",whole_paragraph_or_caption_rewrite,,4.3 / Appendix G support,not_modified
NS0319,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P101,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",MR12,"CL03,CL04","For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",10.69,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,pressure row=1;minimum_ms,10.807545499294342,m/s,main all_valid,"In the current main-population gust deciles, the weather-attributed share is 6.9338% in the lowest bin and 57.0714% in the highest. At the main customer-impact reference minimum of 10.8075 m/s, 65.0291% of main incidents and 37.8817% of weather-attributed incidents fall below the reference. These within-population proportions describe different support distributions; they do not compare otherwise identical incidents. The weather customer-impact gust increment is now positive, so these descriptions should not be offered as explanations of the superseded negative increment. Cause assignment and limited support remain relevant uncertainties for both outcomes.",whole_paragraph_or_caption_rewrite,,4.3 / Appendix G support,not_modified
NS0320,196cef4abcdf4e6723b55035049c08de75613c3cc5a56314b264490f70e5926c,D-P101,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",MR12,"CL03,CL04","For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",63.70,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,low_gust_support main below_pct,65.02912171553379,percent within population,main,"In the current main-population gust deciles, the weather-attributed share is 6.9338% in the lowest bin and 57.0714% in the highest. At the main customer-impact reference minimum of 10.8075 m/s, 65.0291% of main incidents and 37.8817% of weather-attributed incidents fall below the reference. These within-population proportions describe different support distributions; they do not compare otherwise identical incidents. The weather customer-impact gust increment is now positive, so these descriptions should not be offered as explanations of the superseded negative increment. Cause assignment and limited support remain relevant uncertainties for both outcomes.",whole_paragraph_or_caption_rewrite,,4.3 / Appendix G support,not_modified
